area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
Colombia (Pacific),326662.65,347894.7089,8161.480058,329549.5686,343048.5615,348401.3768,353277.465,361661.7439,7433.12273,148.9222085,7176.863344,7336.931321,7417.361665,7526.256196,7725.928919,30649.11009,1185.310662,28517.67146,29838.23018,30597.79654,31441.1097,33102.29319,20356.93495,335.3962744,19793.14949,20089.92814,20377.75935,20617.72291,20988.11344,88722.0164,1399.413845,86333.08268,87816.15251,88701.51725,89754.13838,91352.8431,1786.566987,15.04844692,1758.920027,1776.67432,1784.703805,1796.213215,1817.966868,8205.663768,237.2663602,7723.227378,8048.582827,8246.97999,8360.456872,8620.567356,5217.0899,48.39501132,5130.768802,5179.98737,5218.629976,5249.218803,5322.61333,17355.21065,967.6871871,15567.18821,16654.73034,17399.59691,18016.1117,18851.76501,298.0282305,17.75787489,267.9139516,285.1018904,297.4001332,311.970568,327.3032668,1610.314499,188.5911575,1271.449696,1485.480171,1586.381987,1734.032479,1986.771733,876.9161293,45.83965327,797.1315245,837.4436986,879.334712,906.9797546,969.8216212,1.064996898,0.02498443,0.022754737,0.00045589,0.09382496,0.003628547,0.062317914,0.001026736,0.271601349,0.004283973,0.00546915,4.61E-05,0.025119688,0.000726335,0.01597088,0.00014815,0.053128849,0.002962344,0.000912343,5.44E-05,0.004929595,0.000577327,0.00268447,0.000140327,312.331549,-33.58066551,359.2978504,-36.42086676,440.3228064,-45.5437972
Comoros Isl.,231678.18,6739.933077,118.579212,6538.581713,6656.302915,6726.990895,6804.780573,7004.546962,3280.603094,95.11502414,3117.532267,3208.052824,3267.132199,3346.951665,3467.126209,574.5538691,49.98054583,488.1810399,533.2171804,578.4641364,606.3581294,667.7859014,132.2583781,4.714657056,123.9073201,129.0624556,131.9300372,135.3038205,141.5530882,1670.667525,8.976211997,1654.579199,1664.15255,1669.528045,1677.378791,1689.126552,804.3700943,4.269182266,798.0255063,801.5301653,803.671927,807.2411132,812.5363054,148.2207391,7.608930192,136.0772403,142.6281025,147.3226458,154.156294,162.2027104,34.02909429,1.585081404,31.14024696,32.84639161,33.91748774,35.21458988,36.99640094,272.5420114,13.86833706,247.9571696,264.0279412,272.249963,281.5344972,299.650841,117.1410468,11.32311974,94.86190098,110.3657012,117.4389323,124.1782896,141.0878661,28.16310773,4.706161105,19.39945676,25.60707899,27.92413666,30.95493245,37.61845712,7.366435971,1.026589534,5.739579858,6.458185228,7.298947094,8.209757126,9.285989229,0.029091791,0.000511827,0.014160173,0.000410548,0.002479965,0.000215733,0.000570871,2.04E-05,0.007211156,3.87E-05,0.003471929,1.84E-05,0.00063977,3.28E-05,0.000146881,6.84E-06,0.001176382,5.99E-05,0.00050562,4.89E-05,0.000121561,2.03E-05,3.18E-05,4.43E-06,-82.48633399,-76.98068272,-81.57306691,-77.04161071,-75.95795113,-73.84366796
Congo (ex-Zaire),13139.98,57398.00765,914.0653887,55592.00655,56760.19666,57352.93067,57855.27291,59228.77477,1140.147342,71.10899872,1006.585202,1089.49153,1131.887183,1182.536852,1283.295614,1696.551202,106.9955477,1538.455719,1628.716512,1689.101646,1742.842904,1943.802607,4065.48839,373.5922662,3391.220975,3826.17999,4076.121522,4275.25277,4855.539036,14340.04224,130.0445875,14100.62409,14238.48522,14348.46096,14418.82923,14575.64763,301.0022994,14.26638667,278.0723786,291.3120297,301.0617254,310.5837671,329.4783911,419.0589058,19.93931446,387.6509467,405.9824613,417.8243625,432.4467233,459.080995,1001.734668,55.00933909,901.5773083,968.0598932,997.2598668,1041.344367,1109.838367,2507.449185,81.3474396,2351.393275,2447.772628,2510.838785,2560.585615,2659.150397,38.49859195,4.06276905,31.8622817,35.87659399,38.11026661,40.76484912,47.36035572,99.94474961,11.63612712,78.64641493,91.24263638,99.24186712,107.4905013,121.6384666,244.2861233,38.80803783,171.3308978,219.9730184,245.5581202,266.4124958,332.9275121,4.368195968,0.069563682,0.086769336,0.005411652,0.129113682,0.008142748,0.30939837,0.028431723,1.091329077,0.009896863,0.022907364,0.001085724,0.031891898,0.001517454,0.076235631,0.00418641,0.190825951,0.006190834,0.002929882,0.000309191,0.007606157,0.000885551,0.018591057,0.002953432,48.80104871,139.6325195,39.22116429,139.04388,159.6062467,144.4211669
"Congo, R. of",33978.12,167391.889,2426.865207,163105.4445,165814.8853,167392.7574,168837.5985,172451.5855,6917.173001,133.795457,6663.523083,6845.762923,6909.171646,7002.502265,7180.805075,5251.813591,53.18528928,5141.917167,5221.734832,5254.314275,5294.05426,5334.45948,29011.20422,1821.183384,25874.85348,27626.73062,29054.22939,30485.08136,32521.48706,42821.13356,469.8074526,41952.41934,42499.02286,42780.66848,43129.84531,43792.01671,1845.057181,25.10939936,1793.200385,1831.35939,1845.565559,1858.148174,1895.897811,1337.133715,12.93229546,1315.41208,1326.026655,1336.95336,1345.90884,1365.617892,7197.72735,319.5547914,6621.472261,6962.685268,7205.210317,7450.856573,7707.18915,9519.39395,270.148048,8982.860674,9325.96592,9516.625269,9695.147409,10099.13791,431.4403474,16.18245168,402.3878743,420.4061506,430.8855772,443.9549277,459.865334,270.2299163,7.177452437,257.9975652,264.0335555,270.1233368,275.4405425,284.3817096,1703.135481,173.0476993,1369.363085,1604.056711,1712.71599,1814.784407,2020.185003,4.926461176,0.071424352,0.203577273,0.003937695,0.154564572,0.001565281,0.853820171,0.05359871,1.260256117,0.013826764,0.054301332,0.000738987,0.039352787,0.000380607,0.211834185,0.009404723,0.280162468,0.007950647,0.012697593,0.000476261,0.007953057,0.000211237,0.050124477,0.005092916,-24.07572299,452.4035406,-27.52887394,438.2952556,-37.36563631,530.2542309
Cook Islands,1960029.1,84069.95289,1943.472462,79969.20604,82894.20312,84025.78175,85295.09084,87755.186,4588.584241,62.05574115,4466.422985,4546.502512,4597.070997,4628.732556,4711.781184,1119.796119,158.6912528,825.3243299,1021.689918,1123.75184,1214.739229,1420.926207,22581.22341,208.0448041,22123.12547,22470.97138,22579.14518,22731.56826,22943.26521,20447.38537,289.5889598,19952.20727,20230.80823,20453.22292,20660.47617,20947.2459,1094.180976,2.906768721,1088.442465,1092.471831,1094.197127,1096.230112,1099.381504,272.4199382,28.43146654,224.1233302,255.6597526,270.982254,288.1638972,331.8029836,5372.637617,21.63957935,5335.091359,5356.539936,5369.167864,5387.105095,5415.386687,3830.580435,219.5556458,3456.41005,3697.962345,3804.378953,3949.776061,4398.470956,159.0493495,7.535837519,147.2407229,153.5015507,158.2272506,163.5224085,175.7565916,60.43315527,17.0858213,32.05062883,48.33909779,58.74724055,70.31469743,100.2798785,802.3396184,21.08535457,763.8893897,790.9725965,799.6203586,812.2346309,844.1759942,0.042892196,0.000991553,0.00234108,3.17E-05,0.000571316,8.10E-05,0.011520861,0.000106144,0.010432185,0.000147747,0.000558247,1.48E-06,0.000138988,1.45E-05,0.002741101,1.10E-05,0.001954349,0.000112017,8.11E-05,3.84E-06,3.08E-05,8.72E-06,0.000409351,1.08E-05,-75.59604313,1916.547747,-75.10284459,1872.189573,-62.00351937,1227.648068
Corsica (France),23524.37,3609.387415,51.05029855,3506.274833,3578.544123,3607.046865,3642.371717,3719.763679,379.420655,21.872421,344.1630827,363.5935887,377.5821984,391.6329559,427.585619,237.6800715,6.59007976,227.2711828,233.6215109,236.8040922,241.4843936,251.3039953,186.0219851,2.758107439,180.0614414,184.1080015,186.2634517,187.9802734,190.533796,878.7325243,7.337761647,867.0421554,874.5288124,878.318224,883.9882953,892.0828245,90.84861624,4.002367139,83.34492996,87.96490593,90.50271554,93.09492047,98.9729737,59.21364267,1.075167866,57.22016094,58.5144315,59.18758667,60.02544941,61.23355857,46.57322018,0.461928324,45.82168633,46.19587178,46.58619971,46.87091959,47.41987357,205.7442312,4.595976911,196.9914744,202.7595701,205.5978768,209.5254837,213.6598063,21.67553454,2.347985041,17.61384638,20.04547983,21.60269603,22.82849484,27.24021419,14.9125839,0.808645844,13.43844865,14.50565535,14.90159013,15.34590182,16.70983832,10.58979383,0.295191905,9.969845085,10.39211254,10.62171748,10.76531427,11.12046061,0.153431842,0.002170103,0.016128834,0.000929777,0.010103568,0.000280138,0.007907629,0.000117245,0.037354136,0.000311922,0.003861894,0.000170137,0.002517119,4.57E-05,0.001979786,1.96E-05,0.008746004,0.000195371,0.000921408,9.98E-05,0.000633921,3.44E-05,0.000450163,1.25E-05,-37.35710791,-21.73429436,-34.82163503,-21.34714555,-31.20084823,-28.98753231
Costa Rica (Caribbean),20225.85,312.4805713,27.82501729,268.0122899,292.3324867,308.7139146,330.2424628,369.5543468,26.93051018,1.967987637,23.57816477,25.26814459,26.87078508,28.21573213,30.68764302,0,0,0,0,0,0,0,0.119099209,0.005073468,0.110187665,0.115351676,0.118349068,0.12230474,0.129869453,77.10448531,4.742611092,68.50690242,73.75966354,77.77987338,80.49033817,86.05069679,6.668482689,0.341926103,5.955987475,6.492925405,6.697831483,6.832539746,7.316155537,0,0,0,0,0,0,0,0.029928385,0.000708574,0.028776081,0.029396451,0.029894594,0.030494932,0.031162961,18.75874479,3.165397524,13.08516296,16.50217448,18.52429918,20.81805699,25.7044414,1.644031526,0.207616018,1.257472562,1.48931487,1.629368621,1.778515136,2.103970512,0,0,0,0,0,0,0,0.006116488,0.00061303,0.004980202,0.005663667,0.006133244,0.006433824,0.007362321,0.015449564,0.001375716,0.00133149,9.73E-05,0,0,5.89E-06,2.51E-07,0.003812175,0.000234483,0.000329701,1.69E-05,0,0,1.48E-06,3.50E-08,0.000927464,0.000156503,8.13E-05,1.03E-05,0,0,3.02E-07,3.03E-08,-100,Inf,-100,Inf,-100,Inf
Costa Rica (Pacific),545169.88,276129.6439,1663.045028,272662.0071,275085.9452,276208.7184,277248.3037,278809.2984,14316.01975,254.649209,13838.07237,14113.45219,14338.57712,14482.77491,14807.31839,20359.38792,353.8702374,19670.05605,20101.33607,20363.04139,20602.88273,20996.59748,12481.5216,233.3507175,12050.38578,12332.35751,12517.05216,12614.25097,12932.19278,67783.41015,237.5890202,67347.53302,67613.6719,67783.04623,67989.28132,68171.87095,3508.86366,53.64534839,3411.017319,3471.073652,3506.039976,3548.653604,3607.781017,5066.71228,47.95966872,4970.546636,5035.8285,5061.857524,5105.510038,5154.563511,3120.52862,49.24861743,3017.382174,3096.54822,3119.345494,3150.115972,3202.977329,11614.57161,174.375726,11307.27742,11510.5799,11630.52453,11709.08294,11957.49366,653.3770776,46.84304233,577.2152869,615.7901569,653.6823938,684.599081,742.8782979,900.4503122,46.23345683,801.0684131,867.4438147,906.7322123,930.2073644,977.3636185,576.4880598,35.05410977,506.9183752,552.0645587,577.1161903,597.9258837,640.1649607,0.506502017,0.003050508,0.026259741,0.000467101,0.037345034,0.000649101,0.022894738,0.000428033,0.124334474,0.000435807,0.006436276,9.84E-05,0.009293823,8.80E-05,0.005723956,9.03E-05,0.0213045,0.000319856,0.001198483,8.59E-05,0.001651688,8.48E-05,0.001057447,6.43E-05,42.2140251,-38.69402337,44.39752498,-38.4111738,37.81479993,-35.97780444
Crete (Greece),96571.4,12558.03237,70.75000977,12442.19557,12508.28738,12558.33095,12604.57058,12689.38537,813.0232671,16.90271612,781.1200688,801.728496,812.6564641,826.3796008,846.2803609,1849.506507,35.07059716,1780.259631,1828.008658,1854.056645,1871.480184,1904.130346,862.0252283,13.30234252,834.8429104,853.8303205,862.3069495,869.5491667,886.5213722,3099.621288,16.03983449,3071.957055,3088.508663,3099.823787,3111.802826,3132.00455,201.1555973,3.489425394,194.2706,198.7450027,201.0894127,203.6550476,207.4030438,453.8349487,7.182945958,439.6257575,449.2194582,453.3686441,458.9924231,467.3404232,218.263152,2.675034867,213.410425,216.7263735,218.1901049,219.7862371,224.5950983,776.4465672,8.906427963,759.2169904,770.5762667,776.2670788,781.9531922,795.0076818,49.57216388,1.90984923,45.67995237,48.33044831,49.87673791,50.92597218,52.44620095,113.1107464,4.217647031,104.6234491,110.8057385,112.9025191,116.478237,121.5576771,49.78724419,1.811201342,46.52026713,48.61125373,49.67852899,50.76130927,53.41565825,0.130038835,0.000732619,0.008418882,0.000175028,0.0191517,0.000363157,0.008926299,0.000137746,0.03209668,0.000166093,0.002082973,3.61E-05,0.004699476,7.44E-05,0.002260122,2.77E-05,0.00804013,9.22E-05,0.000513321,1.98E-05,0.001171265,4.37E-05,0.000515549,1.88E-05,127.4850649,-53.39160879,125.6138804,-51.90693166,128.1739136,-55.9836304
Croatia,55918.09,352358.2545,1984.803702,348996.7386,350955.146,352500.1549,353617.6891,355952.5837,13545.62052,149.6451482,13281.51508,13440.52941,13538.10529,13647.44803,13868.62395,19593.95088,285.2672656,19080.84472,19439.44103,19580.40614,19807.10197,20075.24867,57302.4579,884.2948933,55927.17536,56638.85072,57472.97865,57877.45121,58907.78087,82586.43338,635.927013,81483.57624,82167.6038,82603.61614,82954.6683,83755.86597,3107.383523,65.61055597,2979.898883,3060.352632,3114.682377,3148.559174,3242.563046,4687.928442,107.4042444,4457.876416,4620.519804,4678.703067,4764.101838,4858.624079,13376.77465,454.3814738,12417.21572,13155.35952,13367.27216,13653.90898,14216.47974,20770.72929,311.0909435,20181.00902,20590.16979,20771.49635,20970.18764,21441.39478,769.5134596,29.9486628,713.5453877,748.5482842,767.7195376,788.9041636,832.1258473,1144.950978,51.87760028,1054.389685,1104.97331,1141.434709,1182.579428,1247.279565,3402.583609,218.0427945,2944.443475,3262.210231,3405.566769,3542.238074,3779.725272,6.301328505,0.035494841,0.242240401,0.002676149,0.350404509,0.00510152,1.024757067,0.015814111,1.476917995,0.011372474,0.055570273,0.001173333,0.083835632,0.001920742,0.239220879,0.00812584,0.371449191,0.005563333,0.01376144,0.000535581,0.020475502,0.000927743,0.060849425,0.003899325,44.65155624,192.4497374,50.86417261,185.3451117,48.78894751,197.1815977
Crozet Isl. (France),574542.79,7175.119332,537.7480112,6272.672169,6790.848721,7144.652946,7578.152253,8169.379686,13.37305396,1.121518994,11.25878206,12.64392436,13.34542697,14.10286596,15.63780996,2859.427043,496.0525168,1986.113777,2496.33629,2813.564103,3174.298123,3889.230153,800.3934665,91.23588699,620.6193115,741.4961538,813.8943489,862.8674526,958.7114742,1325.344238,6.240759288,1314.393067,1320.973502,1324.77325,1329.501303,1337.204762,3.330562017,0.215178274,2.987341729,3.164108684,3.29664349,3.500707521,3.724929851,506.6403792,3.300254552,500.2106383,504.9934418,506.7100593,508.3083275,513.06874,146.755646,1.182571611,144.5557332,145.8740562,146.714198,147.583242,148.8459779,518.043985,127.1227589,340.2435535,437.2511925,506.9997996,580.9070027,730.8254324,0.808295067,0.134363097,0.572788287,0.706904589,0.818499537,0.892559233,1.06284575,207.4887314,117.2552289,60.85000234,132.0905646,191.2013687,261.2370656,399.9990324,59.68149478,17.76464589,36.50757985,48.3839541,55.97407729,67.87863285,108.9052739,0.012488399,0.000935958,2.33E-05,1.95E-06,0.004976874,0.000863387,0.001393096,0.000158797,0.002306781,1.09E-05,5.80E-06,3.75E-07,0.000881815,5.74E-06,0.00025543,2.06E-06,0.000901663,0.000221259,1.41E-06,2.34E-07,0.000361137,0.000204084,0.000103877,3.09E-05,21282.00483,-72.00860681,15111.85844,-71.03356699,25569.92425,-71.23627178
Cuba,351473.96,71203.40196,1072.529261,69003.06434,70507.26482,71227.21838,71912.30395,73467.17424,1653.589255,127.3820184,1430.547579,1566.177949,1649.142178,1722.322487,1934.016669,5110.603407,204.8107913,4746.276477,4950.140043,5090.405264,5258.391922,5488.761859,963.7525099,45.86913622,872.4966299,932.7359699,966.1769617,995.667629,1046.654143,18500.863,184.2649114,18104.84912,18399.05915,18511.32588,18640.17097,18847.85626,406.6403145,22.31993697,367.0734934,391.490999,404.5939662,420.9916477,449.5824297,1327.559982,34.24330987,1270.29955,1302.244958,1328.06508,1348.583366,1395.837956,258.0125895,6.198930961,244.8225459,254.2539302,257.4063789,261.9180506,270.2286316,3959.706988,93.95470161,3776.916828,3911.430033,3967.953536,4010.224793,4136.330062,101.1616994,14.21409985,73.88924905,90.93686607,101.566411,110.6875611,127.9560505,276.4714713,15.9633576,247.7443984,266.413924,275.4444742,286.8756484,309.4981938,44.25939585,3.700449376,37.94978164,41.82953984,43.88853741,47.01683183,51.86688099,0.202585142,0.003051518,0.004704728,0.000362422,0.014540489,0.00058272,0.002742031,0.000130505,0.052637934,0.000524263,0.001156957,6.35E-05,0.003777122,9.74E-05,0.000734087,1.76E-05,0.011266004,0.000267316,0.000287821,4.04E-05,0.000786606,4.54E-05,0.000125925,1.05E-05,209.061237,-81.14209941,226.4703315,-80.56490155,173.2965865,-83.99133348
Curaçao (Netherlands),25604.56,8717.871873,68.84068684,8581.964366,8666.223538,8717.953907,8769.79879,8834.119194,9.485255122,0.658559271,8.447271602,8.99036209,9.503733405,9.94001345,10.76635314,3322.175583,54.19598755,3230.610729,3285.054461,3317.689173,3357.776922,3421.451619,119.3935176,6.877830775,106.5146859,114.4186871,118.24308,125.3711547,133.7365915,2222.298505,6.704715781,2211.216241,2217.591287,2222.147025,2226.308499,2236.938286,2.410164796,0.103575319,2.205970687,2.343438247,2.403948721,2.483972484,2.584484144,855.4777439,4.042351885,848.263025,852.7370446,855.0115448,857.8526709,864.1647733,29.27797782,1.204979074,27.09284082,28.3502846,29.15362589,29.9454501,31.79966628,329.2855461,6.883253323,316.5487163,325.0145729,329.0476877,333.4307145,341.6376355,0.57972647,0.071738469,0.425484825,0.528113502,0.589074117,0.629993551,0.720868854,120.9334418,5.342931903,110.9998205,117.2001313,120.9597059,124.0199698,132.613897,5.629117316,0.673700172,4.565804374,5.129246725,5.569279556,6.078723713,7.097720689,0.340481222,0.00268861,0.000370452,2.57E-05,0.129749372,0.002116654,0.004662979,0.000268617,0.086793075,0.000261856,9.41E-05,4.05E-06,0.033411148,0.000157876,0.001143467,4.71E-05,0.012860426,0.000268829,2.26E-05,2.80E-06,0.004723121,0.000208671,0.000219848,2.63E-05,34924.63075,-96.40616474,35394.5747,-96.57758743,20760.43128,-95.34527652
Cyprus (North),17677.07,19415.39909,1878.675275,16492.1,18102.12432,19191.76472,20666.40857,23333.231,0.027235369,0.002180969,0.022987068,0.025477316,0.027224225,0.028798024,0.031005189,3691.755821,103.4863596,3483.485428,3632.237296,3693.478411,3767.487915,3895.454988,13884.7311,1856.183739,10848.09886,12531.71977,13634.84477,15172.86059,17656.80423,4803.358119,214.7772448,4388.520642,4657.106386,4808.539116,4935.033113,5210.221372,0.006891025,0.000498345,0.005964051,0.006593284,0.0069064,0.007226785,0.00782169,927.7977366,16.68581436,897.7065723,917.8098454,927.2196613,936.9712272,962.9910741,3408.681215,212.7941494,3019.527844,3266.359704,3410.432784,3522.03266,3802.776477,791.8176445,83.17300041,650.6822975,733.8677263,779.5005155,850.1614749,953.3365835,0.001354457,0.000307923,0.00087787,0.001140541,0.001305243,0.001515735,0.002100334,239.5507485,13.41365969,216.3127396,230.7353032,237.6346443,248.3204285,268.9228319,481.8739069,81.38312463,350.1442107,423.0682413,474.8659249,532.3146871,647.1854145,1.098338078,0.106277526,1.54E-06,1.23E-07,0.208844329,0.005854271,0.78546564,0.10500517,0.271728183,0.012150048,3.90E-07,2.82E-08,0.052485946,0.000943924,0.192830668,0.012037863,0.044793489,0.004705135,7.66E-08,1.74E-08,0.013551496,0.000758817,0.027259829,0.004603881,13554905.69,276.1010146,13463756.79,267.3948622,17686010.96,101.1573372
Cyprus (South),80782.51,12632.30342,131.4536326,12360.41162,12543.36301,12632.96459,12712.40753,12884.33833,416.6532571,25.36945865,373.3903645,395.7172629,416.7478591,434.1211005,461.9265025,1873.623192,57.51773769,1774.464233,1834.91273,1871.182451,1909.283005,1988.450539,672.4226917,12.25350805,649.8524675,663.7600315,673.6589726,680.8180078,694.0651448,3190.703702,22.15315737,3156.009262,3175.56848,3190.256912,3201.32078,3239.095566,105.6064105,3.029784564,100.5558503,103.2512122,105.1212968,107.3113187,112.0198189,484.5785711,8.26483135,471.3208202,478.3592636,483.8273781,490.7444362,500.2593633,165.4358712,1.121370702,163.5468185,164.6459971,165.4170824,166.1490563,167.5978602,692.5543038,15.15753605,666.808399,681.9067799,691.3079126,701.7834249,725.6798754,21.71915688,1.302652807,19.30086657,20.85675174,21.6909729,22.56962273,24.02761222,94.46498733,3.972401787,87.23227901,91.28452542,94.5693238,97.6794498,102.659774,32.38125853,1.261123836,29.87035016,31.62572175,32.44882695,33.1971087,34.59056182,0.156374238,0.001627254,0.005157716,0.000314046,0.023193426,0.000712007,0.008323865,0.000151685,0.039497457,0.000274232,0.001307293,3.75E-05,0.005998558,0.00010231,0.002047917,1.39E-05,0.008573072,0.000187634,0.00026886,1.61E-05,0.001169374,4.92E-05,0.000400845,1.56E-05,349.6840384,-64.11110332,358.8533678,-65.85984584,334.9385561,-65.72141759
Côte d'Ivoire,169651.55,476896.7456,4312.737579,468854.4803,473788.1032,476302.289,480190.0788,484301.738,29113.55611,363.095072,28413.361,28829.43776,29098.05017,29374.87551,29799.70528,48739.31995,864.5538022,47185.81511,48087.74861,48713.88654,49338.29478,50230.67789,56362.89218,2407.224178,51644.09149,54761.4946,56571.30048,57969.4426,60946.90068,118007.3448,699.5754165,116497.0245,117561.2353,117981.838,118387.3575,119450.9324,7111.639708,79.4147177,6965.087564,7056.72802,7121.018012,7152.798039,7259.285315,12034.66578,150.5336528,11770.7906,11942.62089,12022.40109,12140.07084,12343.50264,13970.85253,412.8614031,13217.13842,13719.05246,13979.43392,14263.3081,14704.37853,26313.50803,450.9562254,25447.68359,26063.27952,26312.55645,26582.1032,27205.94569,1610.780553,44.91173733,1522.025532,1577.954223,1613.426121,1641.515113,1693.453832,2628.264565,87.84936264,2473.3158,2575.625214,2614.673852,2676.767905,2790.57765,3059.738345,285.6440346,2582.255113,2842.276734,3088.585195,3257.475168,3562.008117,2.811036773,0.02542115,0.171607958,0.00214024,0.287290744,0.005096056,0.332227393,0.014189226,0.6955866,0.004123602,0.041919097,0.000468105,0.070937553,0.000887311,0.082350279,0.002433585,0.155103257,0.002658132,0.009494641,0.000264729,0.015492134,0.000517822,0.018035428,0.00168371,67.41108428,15.64152358,69.22490838,16.08841313,63.16714028,16.41667987
